"Data_Hosp";"Qualificação_Municípios.Região Covid-19";"Confirmados em UTI (Adulto + Pediátrico)";"Cod_Região";"Cod_Macro"
"16/08/2020";"Canoas - R08";43;8;"ME"
"17/08/2020";"Canoas - R08";47;8;"ME"
"18/08/2020";"Canoas - R08";44;8;"ME"
"19/08/2020";"Canoas - R08";46;8;"ME"
"20/08/2020";"Canoas - R08";42;8;"ME"
"21/08/2020";"Canoas - R08";47;8;"ME"
"22/08/2020";"Canoas - R08";52;8;"ME"
"23/08/2020";"Canoas - R08";46;8;"ME"
"24/08/2020";"Canoas - R08";50;8;"ME"
"25/08/2020";"Canoas - R08";49;8;"ME"
"26/08/2020";"Canoas - R08";49;8;"ME"
"27/08/2020";"Canoas - R08";48;8;"ME"
"28/08/2020";"Canoas - R08";44;8;"ME"
"29/08/2020";"Canoas - R08";44;8;"ME"
"30/08/2020";"Canoas - R08";43;8;"ME"
"31/08/2020";"Canoas - R08";48;8;"ME"
"01/09/2020";"Canoas - R08";46;8;"ME"
"02/09/2020";"Canoas - R08";43;8;"ME"
"03/09/2020";"Canoas - R08";39;8;"ME"
"04/09/2020";"Canoas - R08";37;8;"ME"
"05/09/2020";"Canoas - R08";43;8;"ME"
"06/09/2020";"Canoas - R08";42;8;"ME"
"07/09/2020";"Canoas - R08";40;8;"ME"
"08/09/2020";"Canoas - R08";38;8;"ME"
"09/09/2020";"Canoas - R08";43;8;"ME"
"10/09/2020";"Canoas - R08";35;8;"ME"
"11/09/2020";"Canoas - R08";36;8;"ME"
"12/09/2020";"Canoas - R08";36;8;"ME"
"13/09/2020";"Canoas - R08";33;8;"ME"
"14/09/2020";"Canoas - R08";36;8;"ME"
"15/09/2020";"Canoas - R08";39;8;"ME"
"16/09/2020";"Canoas - R08";35;8;"ME"
"17/09/2020";"Canoas - R08";40;8;"ME"
"18/09/2020";"Canoas - R08";40;8;"ME"
"19/09/2020";"Canoas - R08";40;8;"ME"
"20/09/2020";"Canoas - R08";39;8;"ME"
"21/09/2020";"Canoas - R08";40;8;"ME"
"22/09/2020";"Canoas - R08";37;8;"ME"
"23/09/2020";"Canoas - R08";42;8;"ME"
"24/09/2020";"Canoas - R08";42;8;"ME"
"25/09/2020";"Canoas - R08";43;8;"ME"
"26/09/2020";"Canoas - R08";42;8;"ME"
"27/09/2020";"Canoas - R08";40;8;"ME"
"28/09/2020";"Canoas - R08";42;8;"ME"
"29/09/2020";"Canoas - R08";37;8;"ME"
"30/09/2020";"Canoas - R08";34;8;"ME"
"01/10/2020";"Canoas - R08";31;8;"ME"
"02/10/2020";"Canoas - R08";32;8;"ME"
"03/10/2020";"Canoas - R08";32;8;"ME"
"04/10/2020";"Canoas - R08";30;8;"ME"
"05/10/2020";"Canoas - R08";30;8;"ME"
"06/10/2020";"Canoas - R08";31;8;"ME"
"07/10/2020";"Canoas - R08";34;8;"ME"
"08/10/2020";"Canoas - R08";35;8;"ME"
"09/10/2020";"Canoas - R08";38;8;"ME"
"10/10/2020";"Canoas - R08";36;8;"ME"
"11/10/2020";"Canoas - R08";37;8;"ME"
"12/10/2020";"Canoas - R08";33;8;"ME"
"13/10/2020";"Canoas - R08";35;8;"ME"
"14/10/2020";"Canoas - R08";26;8;"ME"
"15/10/2020";"Canoas - R08";24;8;"ME"
"16/10/2020";"Canoas - R08";26;8;"ME"
"17/10/2020";"Canoas - R08";34;8;"ME"
"18/10/2020";"Canoas - R08";28;8;"ME"
"19/10/2020";"Canoas - R08";24;8;"ME"
"20/10/2020";"Canoas - R08";29;8;"ME"
"21/10/2020";"Canoas - R08";30;8;"ME"
"22/10/2020";"Canoas - R08";29;8;"ME"
"23/10/2020";"Canoas - R08";34;8;"ME"
"24/10/2020";"Canoas - R08";35;8;"ME"
"25/10/2020";"Canoas - R08";35;8;"ME"
"26/10/2020";"Canoas - R08";32;8;"ME"
"27/10/2020";"Canoas - R08";32;8;"ME"
"28/10/2020";"Canoas - R08";33;8;"ME"
"29/10/2020";"Canoas - R08";33;8;"ME"
"30/10/2020";"Canoas - R08";37;8;"ME"
"31/10/2020";"Canoas - R08";31;8;"ME"
"01/11/2020";"Canoas - R08";34;8;"ME"
"02/11/2020";"Canoas - R08";36;8;"ME"
"03/11/2020";"Canoas - R08";35;8;"ME"
"04/11/2020";"Canoas - R08";34;8;"ME"
"05/11/2020";"Canoas - R08";32;8;"ME"
"06/11/2020";"Canoas - R08";32;8;"ME"
"07/11/2020";"Canoas - R08";28;8;"ME"
"08/11/2020";"Canoas - R08";29;8;"ME"
"09/11/2020";"Canoas - R08";28;8;"ME"
"10/11/2020";"Canoas - R08";30;8;"ME"
"11/11/2020";"Canoas - R08";36;8;"ME"
"12/11/2020";"Canoas - R08";37;8;"ME"
"13/11/2020";"Canoas - R08";37;8;"ME"
"14/11/2020";"Canoas - R08";39;8;"ME"
"15/11/2020";"Canoas - R08";37;8;"ME"
"16/11/2020";"Canoas - R08";37;8;"ME"
"17/11/2020";"Canoas - R08";41;8;"ME"
"18/11/2020";"Canoas - R08";41;8;"ME"
"19/11/2020";"Canoas - R08";42;8;"ME"
"20/11/2020";"Canoas - R08";44;8;"ME"
"21/11/2020";"Canoas - R08";41;8;"ME"
"22/11/2020";"Canoas - R08";42;8;"ME"
"23/11/2020";"Canoas - R08";45;8;"ME"
"24/11/2020";"Canoas - R08";49;8;"ME"
"25/11/2020";"Canoas - R08";44;8;"ME"
"26/11/2020";"Canoas - R08";46;8;"ME"
"27/11/2020";"Canoas - R08";51;8;"ME"
"28/11/2020";"Canoas - R08";48;8;"ME"
"29/11/2020";"Canoas - R08";47;8;"ME"
"30/11/2020";"Canoas - R08";50;8;"ME"
"01/12/2020";"Canoas - R08";45;8;"ME"
"02/12/2020";"Canoas - R08";41;8;"ME"
"03/12/2020";"Canoas - R08";42;8;"ME"
"04/12/2020";"Canoas - R08";42;8;"ME"
"05/12/2020";"Canoas - R08";44;8;"ME"
"06/12/2020";"Canoas - R08";45;8;"ME"
"07/12/2020";"Canoas - R08";51;8;"ME"
"08/12/2020";"Canoas - R08";52;8;"ME"
"09/12/2020";"Canoas - R08";53;8;"ME"
"10/12/2020";"Canoas - R08";47;8;"ME"
"11/12/2020";"Canoas - R08";52;8;"ME"
"12/12/2020";"Canoas - R08";46;8;"ME"
"13/12/2020";"Canoas - R08";49;8;"ME"
"14/12/2020";"Canoas - R08";45;8;"ME"
"15/12/2020";"Canoas - R08";47;8;"ME"
"16/12/2020";"Canoas - R08";43;8;"ME"
"17/12/2020";"Canoas - R08";44;8;"ME"
"18/12/2020";"Canoas - R08";51;8;"ME"
"19/12/2020";"Canoas - R08";52;8;"ME"
"20/12/2020";"Canoas - R08";52;8;"ME"
"21/12/2020";"Canoas - R08";38;8;"ME"
"22/12/2020";"Canoas - R08";44;8;"ME"
"23/12/2020";"Canoas - R08";51;8;"ME"
"24/12/2020";"Canoas - R08";47;8;"ME"
"25/12/2020";"Canoas - R08";50;8;"ME"
"26/12/2020";"Canoas - R08";50;8;"ME"
"27/12/2020";"Canoas - R08";41;8;"ME"
"28/12/2020";"Canoas - R08";49;8;"ME"
"29/12/2020";"Canoas - R08";50;8;"ME"
"30/12/2020";"Canoas - R08";53;8;"ME"
"31/12/2020";"Canoas - R08";53;8;"ME"
"01/01/2021";"Canoas - R08";54;8;"ME"
"02/01/2021";"Canoas - R08";51;8;"ME"
"03/01/2021";"Canoas - R08";49;8;"ME"
"04/01/2021";"Canoas - R08";47;8;"ME"
"05/01/2021";"Canoas - R08";47;8;"ME"
"06/01/2021";"Canoas - R08";49;8;"ME"
"07/01/2021";"Canoas - R08";56;8;"ME"
"08/01/2021";"Canoas - R08";57;8;"ME"
"09/01/2021";"Canoas - R08";62;8;"ME"
"10/01/2021";"Canoas - R08";51;8;"ME"
"11/01/2021";"Canoas - R08";56;8;"ME"
"12/01/2021";"Canoas - R08";40;8;"ME"
"13/01/2021";"Canoas - R08";42;8;"ME"
"14/01/2021";"Canoas - R08";49;8;"ME"
"15/01/2021";"Canoas - R08";51;8;"ME"
"16/01/2021";"Canoas - R08";45;8;"ME"
"17/01/2021";"Canoas - R08";49;8;"ME"
"18/01/2021";"Canoas - R08";48;8;"ME"
"19/01/2021";"Canoas - R08";49;8;"ME"
"20/01/2021";"Canoas - R08";44;8;"ME"
"21/01/2021";"Canoas - R08";43;8;"ME"
"22/01/2021";"Canoas - R08";46;8;"ME"
"23/01/2021";"Canoas - R08";49;8;"ME"
"24/01/2021";"Canoas - R08";48;8;"ME"
"25/01/2021";"Canoas - R08";42;8;"ME"
"26/01/2021";"Canoas - R08";41;8;"ME"
"27/01/2021";"Canoas - R08";40;8;"ME"
"28/01/2021";"Canoas - R08";42;8;"ME"
"29/01/2021";"Canoas - R08";47;8;"ME"
"30/01/2021";"Canoas - R08";47;8;"ME"
"31/01/2021";"Canoas - R08";47;8;"ME"
"01/02/2021";"Canoas - R08";48;8;"ME"
"02/02/2021";"Canoas - R08";45;8;"ME"
"03/02/2021";"Canoas - R08";47;8;"ME"
"04/02/2021";"Canoas - R08";46;8;"ME"
"05/02/2021";"Canoas - R08";57;8;"ME"
"06/02/2021";"Canoas - R08";52;8;"ME"
"07/02/2021";"Canoas - R08";48;8;"ME"
"08/02/2021";"Canoas - R08";53;8;"ME"
"09/02/2021";"Canoas - R08";55;8;"ME"
"10/02/2021";"Canoas - R08";58;8;"ME"
"11/02/2021";"Canoas - R08";59;8;"ME"
"12/02/2021";"Canoas - R08";59;8;"ME"
"13/02/2021";"Canoas - R08";59;8;"ME"
"14/02/2021";"Canoas - R08";65;8;"ME"
"15/02/2021";"Canoas - R08";63;8;"ME"
"16/02/2021";"Canoas - R08";77;8;"ME"
"17/02/2021";"Canoas - R08";69;8;"ME"
"18/02/2021";"Canoas - R08";74;8;"ME"
"19/02/2021";"Canoas - R08";76;8;"ME"
"20/02/2021";"Canoas - R08";76;8;"ME"
"21/02/2021";"Canoas - R08";77;8;"ME"
"22/02/2021";"Canoas - R08";98;8;"ME"
"23/02/2021";"Canoas - R08";105;8;"ME"
"24/02/2021";"Canoas - R08";109;8;"ME"
"25/02/2021";"Canoas - R08";112;8;"ME"
"26/02/2021";"Canoas - R08";130;8;"ME"
"27/02/2021";"Canoas - R08";141;8;"ME"
"28/02/2021";"Canoas - R08";140;8;"ME"
"01/03/2021";"Canoas - R08";135;8;"ME"
"02/03/2021";"Canoas - R08";141;8;"ME"
"03/03/2021";"Canoas - R08";157;8;"ME"
"04/03/2021";"Canoas - R08";159;8;"ME"
"05/03/2021";"Canoas - R08";167;8;"ME"
"06/03/2021";"Canoas - R08";177;8;"ME"
"07/03/2021";"Canoas - R08";169;8;"ME"
"08/03/2021";"Canoas - R08";171;8;"ME"
"09/03/2021";"Canoas - R08";186;8;"ME"
"10/03/2021";"Canoas - R08";186;8;"ME"
"11/03/2021";"Canoas - R08";178;8;"ME"
"12/03/2021";"Canoas - R08";193;8;"ME"
"13/03/2021";"Canoas - R08";187;8;"ME"
"14/03/2021";"Canoas - R08";193;8;"ME"
"15/03/2021";"Canoas - R08";203;8;"ME"
"16/03/2021";"Canoas - R08";177;8;"ME"
"17/03/2021";"Canoas - R08";198;8;"ME"
"18/03/2021";"Canoas - R08";206;8;"ME"
"19/03/2021";"Canoas - R08";209;8;"ME"
"20/03/2021";"Canoas - R08";211;8;"ME"
"21/03/2021";"Canoas - R08";206;8;"ME"
"22/03/2021";"Canoas - R08";194;8;"ME"
"23/03/2021";"Canoas - R08";187;8;"ME"
"24/03/2021";"Canoas - R08";189;8;"ME"
"25/03/2021";"Canoas - R08";192;8;"ME"
"26/03/2021";"Canoas - R08";200;8;"ME"
"27/03/2021";"Canoas - R08";208;8;"ME"
"28/03/2021";"Canoas - R08";205;8;"ME"
"29/03/2021";"Canoas - R08";178;8;"ME"
"30/03/2021";"Canoas - R08";178;8;"ME"
"31/03/2021";"Canoas - R08";171;8;"ME"
"01/04/2021";"Canoas - R08";166;8;"ME"
"02/04/2021";"Canoas - R08";170;8;"ME"
"03/04/2021";"Canoas - R08";174;8;"ME"
"04/04/2021";"Canoas - R08";168;8;"ME"
"05/04/2021";"Canoas - R08";183;8;"ME"
"06/04/2021";"Canoas - R08";174;8;"ME"
"07/04/2021";"Canoas - R08";160;8;"ME"
"08/04/2021";"Canoas - R08";156;8;"ME"
"09/04/2021";"Canoas - R08";176;8;"ME"
"10/04/2021";"Canoas - R08";166;8;"ME"
"11/04/2021";"Canoas - R08";166;8;"ME"
"12/04/2021";"Canoas - R08";147;8;"ME"
"13/04/2021";"Canoas - R08";153;8;"ME"
"14/04/2021";"Canoas - R08";136;8;"ME"
"15/04/2021";"Canoas - R08";126;8;"ME"
"16/04/2021";"Canoas - R08";142;8;"ME"
"17/04/2021";"Canoas - R08";127;8;"ME"
"18/04/2021";"Canoas - R08";140;8;"ME"
"19/04/2021";"Canoas - R08";148;8;"ME"
"20/04/2021";"Canoas - R08";148;8;"ME"
"21/04/2021";"Canoas - R08";140;8;"ME"
"22/04/2021";"Canoas - R08";134;8;"ME"
"23/04/2021";"Canoas - R08";151;8;"ME"
"24/04/2021";"Canoas - R08";143;8;"ME"
"25/04/2021";"Canoas - R08";127;8;"ME"
"26/04/2021";"Canoas - R08";128;8;"ME"
"27/04/2021";"Canoas - R08";132;8;"ME"
"28/04/2021";"Canoas - R08";127;8;"ME"
"29/04/2021";"Canoas - R08";130;8;"ME"
"30/04/2021";"Canoas - R08";111;8;"ME"
"01/05/2021";"Canoas - R08";131;8;"ME"
"02/05/2021";"Canoas - R08";115;8;"ME"
"03/05/2021";"Canoas - R08";122;8;"ME"
"04/05/2021";"Canoas - R08";115;8;"ME"
"05/05/2021";"Canoas - R08";111;8;"ME"
"06/05/2021";"Canoas - R08";114;8;"ME"
"07/05/2021";"Canoas - R08";114;8;"ME"
"08/05/2021";"Canoas - R08";111;8;"ME"
"09/05/2021";"Canoas - R08";109;8;"ME"
"10/05/2021";"Canoas - R08";103;8;"ME"
"11/05/2021";"Canoas - R08";107;8;"ME"
"12/05/2021";"Canoas - R08";98;8;"ME"
"13/05/2021";"Canoas - R08";98;8;"ME"
"14/05/2021";"Canoas - R08";88;8;"ME"
"15/05/2021";"Canoas - R08";84;8;"ME"
"16/05/2021";"Canoas - R08";94;8;"ME"
"17/05/2021";"Canoas - R08";91;8;"ME"
"18/05/2021";"Canoas - R08";88;8;"ME"
"19/05/2021";"Canoas - R08";90;8;"ME"
"20/05/2021";"Canoas - R08";90;8;"ME"
"21/05/2021";"Canoas - R08";96;8;"ME"
"22/05/2021";"Canoas - R08";113;8;"ME"
"23/05/2021";"Canoas - R08";107;8;"ME"
"24/05/2021";"Canoas - R08";101;8;"ME"
"25/05/2021";"Canoas - R08";100;8;"ME"
"26/05/2021";"Canoas - R08";99;8;"ME"
"27/05/2021";"Canoas - R08";97;8;"ME"
"28/05/2021";"Canoas - R08";106;8;"ME"
"29/05/2021";"Canoas - R08";111;8;"ME"
"30/05/2021";"Canoas - R08";126;8;"ME"
"31/05/2021";"Canoas - R08";108;8;"ME"
"01/06/2021";"Canoas - R08";118;8;"ME"
"02/06/2021";"Canoas - R08";118;8;"ME"
"03/06/2021";"Canoas - R08";114;8;"ME"
"04/06/2021";"Canoas - R08";117;8;"ME"
"05/06/2021";"Canoas - R08";114;8;"ME"
"06/06/2021";"Canoas - R08";110;8;"ME"
"07/06/2021";"Canoas - R08";112;8;"ME"
"08/06/2021";"Canoas - R08";108;8;"ME"
"09/06/2021";"Canoas - R08";118;8;"ME"
"10/06/2021";"Canoas - R08";122;8;"ME"
"11/06/2021";"Canoas - R08";121;8;"ME"
"12/06/2021";"Canoas - R08";125;8;"ME"
"13/06/2021";"Canoas - R08";124;8;"ME"
"14/06/2021";"Canoas - R08";125;8;"ME"
"15/06/2021";"Canoas - R08";120;8;"ME"
"16/06/2021";"Canoas - R08";132;8;"ME"
"17/06/2021";"Canoas - R08";127;8;"ME"
"18/06/2021";"Canoas - R08";122;8;"ME"
"19/06/2021";"Canoas - R08";112;8;"ME"
"20/06/2021";"Canoas - R08";127;8;"ME"
"21/06/2021";"Canoas - R08";122;8;"ME"
"22/06/2021";"Canoas - R08";107;8;"ME"
"23/06/2021";"Canoas - R08";103;8;"ME"
"24/06/2021";"Canoas - R08";101;8;"ME"
"25/06/2021";"Canoas - R08";96;8;"ME"
"26/06/2021";"Canoas - R08";96;8;"ME"
"27/06/2021";"Canoas - R08";101;8;"ME"
"28/06/2021";"Canoas - R08";97;8;"ME"
"29/06/2021";"Canoas - R08";99;8;"ME"
"30/06/2021";"Canoas - R08";87;8;"ME"
"01/07/2021";"Canoas - R08";87;8;"ME"
"02/07/2021";"Canoas - R08";87;8;"ME"
"03/07/2021";"Canoas - R08";87;8;"ME"
"04/07/2021";"Canoas - R08";84;8;"ME"
"05/07/2021";"Canoas - R08";81;8;"ME"
"06/07/2021";"Canoas - R08";71;8;"ME"
"07/07/2021";"Canoas - R08";83;8;"ME"
"08/07/2021";"Canoas - R08";83;8;"ME"
"09/07/2021";"Canoas - R08";83;8;"ME"
"10/07/2021";"Canoas - R08";74;8;"ME"
"11/07/2021";"Canoas - R08";76;8;"ME"
"12/07/2021";"Canoas - R08";75;8;"ME"
"13/07/2021";"Canoas - R08";70;8;"ME"
"14/07/2021";"Canoas - R08";69;8;"ME"
"15/07/2021";"Canoas - R08";72;8;"ME"
"16/07/2021";"Canoas - R08";72;8;"ME"
"17/07/2021";"Canoas - R08";73;8;"ME"
"18/07/2021";"Canoas - R08";78;8;"ME"
"19/07/2021";"Canoas - R08";74;8;"ME"
"20/07/2021";"Canoas - R08";71;8;"ME"
"21/07/2021";"Canoas - R08";70;8;"ME"
"22/07/2021";"Canoas - R08";65;8;"ME"
"23/07/2021";"Canoas - R08";61;8;"ME"
"24/07/2021";"Canoas - R08";59;8;"ME"
"25/07/2021";"Canoas - R08";58;8;"ME"
"26/07/2021";"Canoas - R08";52;8;"ME"
"27/07/2021";"Canoas - R08";47;8;"ME"
"28/07/2021";"Canoas - R08";42;8;"ME"
"29/07/2021";"Canoas - R08";42;8;"ME"
"30/07/2021";"Canoas - R08";48;8;"ME"
"31/07/2021";"Canoas - R08";40;8;"ME"
"01/08/2021";"Canoas - R08";46;8;"ME"
"02/08/2021";"Canoas - R08";39;8;"ME"
"03/08/2021";"Canoas - R08";40;8;"ME"
"04/08/2021";"Canoas - R08";37;8;"ME"
"05/08/2021";"Canoas - R08";33;8;"ME"
"06/08/2021";"Canoas - R08";29;8;"ME"
"07/08/2021";"Canoas - R08";31;8;"ME"
"08/08/2021";"Canoas - R08";29;8;"ME"
"09/08/2021";"Canoas - R08";29;8;"ME"
"10/08/2021";"Canoas - R08";32;8;"ME"
"11/08/2021";"Canoas - R08";32;8;"ME"
"12/08/2021";"Canoas - R08";35;8;"ME"
"13/08/2021";"Canoas - R08";34;8;"ME"
"14/08/2021";"Canoas - R08";36;8;"ME"
"15/08/2021";"Canoas - R08";35;8;"ME"
"16/08/2021";"Canoas - R08";37;8;"ME"
"17/08/2021";"Canoas - R08";36;8;"ME"
"18/08/2021";"Canoas - R08";33;8;"ME"
"19/08/2021";"Canoas - R08";36;8;"ME"
"20/08/2021";"Canoas - R08";33;8;"ME"
"21/08/2021";"Canoas - R08";27;8;"ME"
"22/08/2021";"Canoas - R08";27;8;"ME"
"23/08/2021";"Canoas - R08";29;8;"ME"
"20/05/2020";"Canoas - R08";3;8;"ME"
"21/05/2020";"Canoas - R08";4;8;"ME"
"22/05/2020";"Canoas - R08";4;8;"ME"
"23/05/2020";"Canoas - R08";5;8;"ME"
"24/05/2020";"Canoas - R08";4;8;"ME"
"25/05/2020";"Canoas - R08";4;8;"ME"
"26/05/2020";"Canoas - R08";4;8;"ME"
"27/05/2020";"Canoas - R08";5;8;"ME"
"28/05/2020";"Canoas - R08";4;8;"ME"
"29/05/2020";"Canoas - R08";9;8;"ME"
"30/05/2020";"Canoas - R08";11;8;"ME"
"31/05/2020";"Canoas - R08";10;8;"ME"
"01/06/2020";"Canoas - R08";9;8;"ME"
"02/06/2020";"Canoas - R08";12;8;"ME"
"03/06/2020";"Canoas - R08";6;8;"ME"
"04/06/2020";"Canoas - R08";6;8;"ME"
"05/06/2020";"Canoas - R08";7;8;"ME"
"06/06/2020";"Canoas - R08";6;8;"ME"
"07/06/2020";"Canoas - R08";8;8;"ME"
"08/06/2020";"Canoas - R08";7;8;"ME"
"09/06/2020";"Canoas - R08";6;8;"ME"
"10/06/2020";"Canoas - R08";9;8;"ME"
"11/06/2020";"Canoas - R08";10;8;"ME"
"12/06/2020";"Canoas - R08";10;8;"ME"
"13/06/2020";"Canoas - R08";9;8;"ME"
"14/06/2020";"Canoas - R08";9;8;"ME"
"15/06/2020";"Canoas - R08";6;8;"ME"
"16/06/2020";"Canoas - R08";12;8;"ME"
"17/06/2020";"Canoas - R08";12;8;"ME"
"18/06/2020";"Canoas - R08";14;8;"ME"
"19/06/2020";"Canoas - R08";17;8;"ME"
"20/06/2020";"Canoas - R08";14;8;"ME"
"21/06/2020";"Canoas - R08";13;8;"ME"
"22/06/2020";"Canoas - R08";13;8;"ME"
"23/06/2020";"Canoas - R08";12;8;"ME"
"24/06/2020";"Canoas - R08";17;8;"ME"
"25/06/2020";"Canoas - R08";19;8;"ME"
"26/06/2020";"Canoas - R08";21;8;"ME"
"27/06/2020";"Canoas - R08";23;8;"ME"
"28/06/2020";"Canoas - R08";29;8;"ME"
"29/06/2020";"Canoas - R08";29;8;"ME"
"30/06/2020";"Canoas - R08";28;8;"ME"
"01/07/2020";"Canoas - R08";31;8;"ME"
"20/05/2020";"Capão da Canoa - R04, R05";2;4;"ME"
"21/05/2020";"Capão da Canoa - R04, R05";0;4;"ME"
"22/05/2020";"Capão da Canoa - R04, R05";0;4;"ME"
"23/05/2020";"Capão da Canoa - R04, R05";0;4;"ME"
"24/05/2020";"Capão da Canoa - R04, R05";0;4;"ME"
"25/05/2020";"Capão da Canoa - R04, R05";0;4;"ME"
"26/05/2020";"Capão da Canoa - R04, R05";1;4;"ME"
"27/05/2020";"Capão da Canoa - R04, R05";2;4;"ME"
"28/05/2020";"Capão da Canoa - R04, R05";3;4;"ME"
"29/05/2020";"Capão da Canoa - R04, R05";4;4;"ME"
"30/05/2020";"Capão da Canoa - R04, R05";4;4;"ME"
"31/05/2020";"Capão da Canoa - R04, R05";4;4;"ME"
"01/06/2020";"Capão da Canoa - R04, R05";4;4;"ME"
"02/06/2020";"Capão da Canoa - R04, R05";5;4;"ME"
"03/06/2020";"Capão da Canoa - R04, R05";6;4;"ME"
"04/06/2020";"Capão da Canoa - R04, R05";4;4;"ME"
"05/06/2020";"Capão da Canoa - R04, R05";4;4;"ME"
"06/06/2020";"Capão da Canoa - R04, R05";4;4;"ME"
"07/06/2020";"Capão da Canoa - R04, R05";4;4;"ME"
"08/06/2020";"Capão da Canoa - R04, R05";4;4;"ME"
"09/06/2020";"Capão da Canoa - R04, R05";6;4;"ME"
"10/06/2020";"Capão da Canoa - R04, R05";6;4;"ME"
"11/06/2020";"Capão da Canoa - R04, R05";6;4;"ME"
"12/06/2020";"Capão da Canoa - R04, R05";8;4;"ME"
"13/06/2020";"Capão da Canoa - R04, R05";8;4;"ME"
"14/06/2020";"Capão da Canoa - R04, R05";5;4;"ME"
"15/06/2020";"Capão da Canoa - R04, R05";5;4;"ME"
"16/06/2020";"Capão da Canoa - R04, R05";7;4;"ME"
"17/06/2020";"Capão da Canoa - R04, R05";9;4;"ME"
"18/06/2020";"Capão da Canoa - R04, R05";11;4;"ME"
"19/06/2020";"Capão da Canoa - R04, R05";10;4;"ME"
"20/06/2020";"Capão da Canoa - R04, R05";12;4;"ME"
"21/06/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"22/06/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"23/06/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"24/06/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"25/06/2020";"Capão da Canoa - R04, R05";12;4;"ME"
"26/06/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"27/06/2020";"Capão da Canoa - R04, R05";14;4;"ME"
"28/06/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"29/06/2020";"Capão da Canoa - R04, R05";14;4;"ME"
"30/06/2020";"Capão da Canoa - R04, R05";16;4;"ME"
"01/07/2020";"Capão da Canoa - R04, R05";17;4;"ME"
"02/07/2020";"Capão da Canoa - R04, R05";15;4;"ME"
"03/07/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"04/07/2020";"Capão da Canoa - R04, R05";15;4;"ME"
"05/07/2020";"Capão da Canoa - R04, R05";14;4;"ME"
"06/07/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"07/07/2020";"Capão da Canoa - R04, R05";12;4;"ME"
"08/07/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"09/07/2020";"Capão da Canoa - R04, R05";14;4;"ME"
"10/07/2020";"Capão da Canoa - R04, R05";12;4;"ME"
"11/07/2020";"Capão da Canoa - R04, R05";14;4;"ME"
"12/07/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"13/07/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"14/07/2020";"Capão da Canoa - R04, R05";14;4;"ME"
"15/07/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"16/07/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"17/07/2020";"Capão da Canoa - R04, R05";11;4;"ME"
"18/07/2020";"Capão da Canoa - R04, R05";12;4;"ME"
"19/07/2020";"Capão da Canoa - R04, R05";11;4;"ME"
"20/07/2020";"Capão da Canoa - R04, R05";10;4;"ME"
"21/07/2020";"Capão da Canoa - R04, R05";10;4;"ME"
"22/07/2020";"Capão da Canoa - R04, R05";9;4;"ME"
"23/07/2020";"Capão da Canoa - R04, R05";10;4;"ME"
"24/07/2020";"Capão da Canoa - R04, R05";11;4;"ME"
"25/07/2020";"Capão da Canoa - R04, R05";12;4;"ME"
"26/07/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"27/07/2020";"Capão da Canoa - R04, R05";12;4;"ME"
"28/07/2020";"Capão da Canoa - R04, R05";9;4;"ME"
"29/07/2020";"Capão da Canoa - R04, R05";9;4;"ME"
"30/07/2020";"Capão da Canoa - R04, R05";10;4;"ME"
"31/07/2020";"Capão da Canoa - R04, R05";11;4;"ME"
"01/08/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"02/08/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"03/08/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"04/08/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"05/08/2020";"Capão da Canoa - R04, R05";12;4;"ME"
"06/08/2020";"Capão da Canoa - R04, R05";14;4;"ME"
"07/08/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"08/08/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"09/08/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"10/08/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"11/08/2020";"Capão da Canoa - R04, R05";15;4;"ME"
"12/08/2020";"Capão da Canoa - R04, R05";15;4;"ME"
"13/08/2020";"Capão da Canoa - R04, R05";13;4;"ME"
"14/08/2020";"Capão da Canoa - R04, R05";14;4;"ME"
"15/08/2020";"Capão da Canoa - R04, R05";16;4;"ME"
"16/08/2020";"Capão da Canoa - R04, R05";17;4;"ME"
"17/08/2020";"Capão da Canoa - R04, R05";18;4;"ME"
"18/08/2020";"Capão da Canoa - R04, R05";15;4;"ME"
"19/08/2020";"Capão da Canoa - R04, R05";20;4;"ME"
"20/08/2020";"Capão da Canoa - R04, R05";16;4;"ME"
"21/08/2020";"Capão da Canoa - R04, R05";18;4;"ME"
